ID,TERYT,JEDNOSTKA TERYTORIALNA,GŁOSOWANIE PRZEZ PEŁNOMOCNIKA,GŁOSOWANIE NA PODSTAWIE ZAŚWIADCZENIA,GŁOS NIEWAŻNY,"""X"" OBOK KILKU KANDYDATÓW","""X"" OBOK ŻADNEGO KANDYDATA",KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI,"LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS",POLEXIT - KOALICJA,JEDNOŚĆ NARODU,PRAWO I SPRAWIEDLIWOŚĆ,RUCH PRAWDZIWA EUROPA - EUROPA CHRISTI,WIOSNA ROBERTA BIEDRONIA,KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY,KUKIZ'15,POLSKA FAIR PLAY
12971,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
12972,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
12973,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
12974,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
12975,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
12976,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
12977,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
12978,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
12979,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
12980,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
12981,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
12982,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
12983,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
12984,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
12985,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
12986,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
12987,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
12988,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
12989,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
12990,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
12991,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
12992,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
12993,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
12994,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
12995,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
12996,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
12997,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
12998,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
12999,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13000,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13001,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13002,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13003,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13004,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13005,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13006,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13007,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13008,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13009,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13010,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13011,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13012,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13013,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13014,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13015,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13016,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13017,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13018,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13019,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13020,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13021,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13022,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13023,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13024,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13025,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13026,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13027,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13028,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13029,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13030,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13031,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13032,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13033,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13034,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13035,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13036,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13037,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13038,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13039,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13040,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13041,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13042,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13043,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13044,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13045,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13046,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13047,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13048,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13049,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13050,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13051,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13052,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13053,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13054,20101,m. Bolesławiec,,,,,,,,,,,,,1,,
13055,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13056,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13057,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13058,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13059,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13060,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13061,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13062,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13063,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13064,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13065,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13066,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13067,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13068,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13069,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13070,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13071,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13072,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13073,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13074,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13075,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13076,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13077,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13078,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13079,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13080,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13081,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13082,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13083,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13084,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13085,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13086,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13087,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13088,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13089,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13090,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13091,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13092,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13093,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13094,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13095,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13096,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13097,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13098,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13099,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13100,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13101,20101,m. Bolesławiec,,1,,,,,,,,,,,,1,
13102,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13103,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13104,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13105,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13106,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13107,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13108,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13109,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13110,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13111,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13112,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13113,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13114,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13115,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13116,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13117,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13118,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13119,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13120,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13121,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13122,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13123,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13124,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13125,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13126,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13127,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13128,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13129,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13130,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13131,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13132,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13133,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13134,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13135,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13136,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13137,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13138,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13139,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13140,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13141,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13142,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13143,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13144,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13145,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13146,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13147,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13148,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13149,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13150,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13151,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13152,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13153,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13154,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13155,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13156,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13157,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13158,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13159,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13160,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13161,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13162,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13163,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13164,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13165,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13166,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13167,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13168,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13169,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13170,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13171,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13172,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13173,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13174,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13175,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13176,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13177,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13178,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13179,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13180,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13181,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13182,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13183,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13184,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13185,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13186,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13187,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13188,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13189,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13190,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13191,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13192,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13193,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13194,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13195,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13196,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13197,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13198,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13199,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13200,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13201,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13202,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13203,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13204,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13205,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13206,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13207,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13208,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13209,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13210,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13211,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13212,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13213,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13214,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13215,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13216,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13217,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13218,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13219,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13220,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13221,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13222,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13223,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13224,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13225,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13226,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13227,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13228,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13229,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13230,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13231,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13232,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13233,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13234,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13235,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13236,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13237,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13238,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13239,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13240,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13241,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13242,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13243,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13244,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13245,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13246,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13247,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13248,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13249,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13250,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13251,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13252,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13253,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13254,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13255,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13256,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13257,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13258,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13259,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13260,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13261,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13262,20101,m. Bolesławiec,1,,,,,,,,,,,,,1,
13263,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13264,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13265,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13266,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13267,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13268,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13269,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13270,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13271,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13272,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13273,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13274,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13275,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13276,20101,m. Bolesławiec,,1,,,,,,,,,,,,1,
13277,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13278,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13279,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13280,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13281,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13282,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13283,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13284,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13285,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13286,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13287,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13288,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13289,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13290,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13291,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13292,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13293,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13294,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13295,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13296,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13297,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13298,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13299,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13300,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13301,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13302,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13303,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13304,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13305,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13306,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13307,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13308,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13309,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13310,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13311,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13312,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13313,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13314,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13315,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13316,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13317,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13318,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13319,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13320,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13321,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13322,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13323,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13324,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13325,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13326,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13327,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13328,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13329,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13330,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13331,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13332,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13333,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13334,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13335,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13336,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13337,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13338,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13339,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13340,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13341,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13342,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13343,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13344,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13345,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13346,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13347,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13348,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13349,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13350,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13351,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13352,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13353,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13354,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13355,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13356,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13357,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13358,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13359,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13360,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13361,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13362,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13363,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13364,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13365,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13366,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13367,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13368,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13369,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13370,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13371,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13372,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13373,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13374,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13375,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13376,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13377,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13378,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13379,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13380,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13381,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13382,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13383,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13384,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13385,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13386,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13387,20101,m. Bolesławiec,1,,,,,,,,,,,,,1,
13388,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13389,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13390,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13391,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13392,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13393,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13394,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
13395,20101,m. Bolesławiec,,,,,,,,,,,,,,1,
