TERYT,Jednostka terytorialna,Komisja otrzymała kart do głosowania,Liczba wyborców uprawnionych do głosowania,w tym umieszczonych w części A spisu wyborców,w tym umieszczonych w części B spisu wyborców,Nie wykorzystano kart do głosowania,"Liczba wyborców, którym wydano karty do głosowania",w tym w części A spisu wyborców,w tym w części B spisu wyborców,Liczba wyborców głosujących przez pełnomocnika,Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania,"Liczba wyborców, którym wysłano pakiety wyborcze",Liczba otrzymanych kopert zwrotnych,"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu","Liczba kopert zwrotnych, w których oświadczenie nie było podpisane","Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania","Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania",Liczba kopert na kartę do głosowania wrzuconych do urny,Liczba kart wyjętych z urny,w tym liczba kart wyjętych z kopert na kartę do głosowania,Liczba kart nieważnych,Liczba kart ważnych,Liczba głosów nieważnych,w tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów,w tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata,w tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata,Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów,KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI - ZPOW-603-7/19,"KOALICYJNY KOMITET WYBORCZY LEWICA RAZEM - PARTIA RAZEM, UNIA PRACY, RSS - ZPOW-603-4/19",KOALICYJNY KOMITET WYBORCZY POLEXIT - KOALICJA - ZPOW-603-14/19,KOMITET WYBORCZY JEDNOŚĆ NARODU - ZPOW-603-11/19,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-603-5/19,KOMITET WYBORCZY RUCH PRAWDZIWA EUROPA - EUROPA CHRISTI - ZPOW-603-9/19,KOMITET WYBORCZY WIOSNA ROBERTA BIEDRONIA - ZPOW-603-8/19,KOMITET WYBORCZY WYBORCÓW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY - ZPOW-603-3/19,KOMITET WYBORCZY WYBORCÓW KUKIZ'15 - ZPOW-603-1/19,KOMITET WYBORCZY WYBORCÓW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI - ZPOW-603-6/19
160605,gm. Wilków,2706,3526,3526,0,1583,1123,1123,0,1,2,0,0,0,0,0,0,0,1123,0,0,1123,13,6,7,0,1110,350,8,,,593,,69,31,59,
160701,gm. Głuchołazy,15323,19911,19911,0,8037,7286,7286,0,13,93,0,0,0,0,0,0,0,7286,0,0,7286,51,31,20,0,7235,2751,87,,,3471,,314,279,333,
160702,gm. Kamiennik,2205,2827,2827,0,1187,1018,1018,0,0,4,0,0,0,0,0,0,0,1018,0,0,1018,10,4,6,0,1008,201,15,,,650,,35,49,58,
160703,gm. Korfantów,5663,7548,7548,0,3300,2363,2363,0,1,21,0,0,0,0,0,0,0,2363,0,0,2363,33,24,9,0,2330,581,28,,,1439,,53,68,161,
160704,gm. Łambinowice,4610,6027,6027,0,2537,2073,2073,0,3,4,0,0,0,0,0,0,0,2073,0,0,2073,24,15,9,0,2049,609,20,,,1077,,68,108,167,
160705,gm. Nysa,35920,46113,46111,2,16578,19343,19342,1,26,61,4,4,0,0,0,0,4,19345,4,0,19345,129,79,50,0,19216,8089,200,,,8325,,861,844,897,
160706,gm. Otmuchów,8319,11063,11063,0,3936,4383,4383,0,4,23,0,0,0,0,0,0,0,4382,0,0,4382,46,27,19,0,4336,1368,47,,,2374,,160,169,218,
160707,gm. Paczków,7781,10178,10178,0,3951,3830,3830,0,5,20,0,0,0,0,0,0,0,3830,0,0,3830,37,21,16,0,3793,1275,38,,,2042,,126,139,173,
160708,gm. Pakosławice,2102,2983,2983,0,929,1173,1173,0,1,5,0,0,0,0,0,0,0,1173,0,0,1173,10,9,1,0,1163,363,12,,,680,,27,34,47,
160709,gm. Skoroszyce,3804,4971,4971,0,2119,1685,1685,0,2,3,0,0,0,0,0,0,0,1685,0,0,1685,29,22,7,0,1656,443,15,,,1004,,53,52,89,
160801,gm. Dobrodzień,6006,8006,8006,0,3833,2173,2173,0,1,38,0,0,0,0,0,0,0,2173,0,0,2173,33,16,17,0,2140,991,21,,,862,,62,116,88,
160802,gm. Gorzów Śląski,4416,5909,5908,1,2706,1710,1710,0,1,19,0,0,0,0,0,0,0,1710,0,0,1710,17,13,4,0,1693,711,12,,,765,,63,67,75,
160803,gm. Olesno,10928,14491,14491,0,5974,4954,4954,0,5,27,0,0,0,0,0,0,0,4954,0,0,4954,41,21,20,0,4913,2447,57,,,1651,,218,324,216,
160804,gm. Praszka,8336,10986,10984,2,3201,5135,5135,0,5,33,0,0,0,0,0,0,0,5135,0,0,5135,41,23,18,0,5094,1853,70,,,2478,,288,205,200,
160805,gm. Radłów,2612,3468,3468,0,1776,836,836,0,0,3,0,0,0,0,0,0,0,836,0,0,836,19,14,5,0,817,357,9,,,343,,24,34,50,
160806,gm. Rudniki,5008,6712,6712,0,2246,2762,2762,0,2,47,0,0,0,0,0,0,0,2762,0,0,2762,27,15,12,0,2735,849,23,,,1530,,119,103,111,
160807,gm. Zębowice,2201,2946,2946,0,1560,641,641,0,0,2,0,0,0,0,0,0,0,641,0,0,641,14,9,5,0,627,294,5,,,242,,31,28,27,
160901,gm. Chrząstowice,4301,5550,5550,0,2460,1841,1841,0,2,9,0,0,0,0,0,0,0,1841,0,0,1841,10,3,7,0,1831,1078,25,,,459,,101,72,96,
160902,gm. Dąbrowa,5019,6609,6609,0,2446,2573,2573,0,4,12,0,0,0,0,0,0,0,2573,0,0,2573,29,14,15,0,2544,1222,19,,,899,,129,91,184,
160903,gm. Dobrzeń Wielki,5689,7530,7530,0,3160,2529,2529,0,0,8,0,0,0,0,0,0,0,2529,0,0,2529,22,11,11,0,2507,1572,33,,,528,,104,113,157,
160904,gm. Komprachcice,5511,7251,7250,1,3145,2366,2365,1,0,11,0,0,0,0,0,0,0,2366,0,0,2366,24,11,13,0,2342,1272,47,,,625,,161,113,124,
160905,gm. Łubniany,5812,7793,7793,0,3292,2520,2520,0,1,6,0,0,0,0,0,0,0,2520,0,0,2520,26,14,12,0,2494,1478,35,,,630,,141,95,115,
160906,gm. Murów,3413,4441,4438,3,2235,1178,1178,0,0,7,0,0,0,0,0,0,0,1178,0,0,1178,17,13,4,0,1161,617,7,,,371,,66,43,57,
160907,gm. Niemodlin,7922,10387,10387,0,4069,3853,3853,0,0,15,0,0,0,0,0,0,0,3853,0,0,3853,37,29,8,0,3816,1321,27,,,1695,,184,169,420,
160908,gm. Ozimek,11977,15805,15803,2,7081,4897,4895,2,8,38,0,0,0,0,0,0,0,4895,0,0,4895,64,38,26,0,4831,2495,67,,,1617,,225,212,215,
160909,gm. Popielów,4916,6498,6497,1,2971,1945,1945,0,1,8,0,0,0,0,0,0,0,1945,0,0,1945,23,13,10,0,1922,915,24,,,717,,62,73,131,
160910,gm. Prószków,5510,7224,7224,0,3183,2327,2327,0,0,5,0,0,0,0,0,0,0,2327,0,0,2327,30,12,18,0,2297,1130,29,,,766,,111,134,127,
160911,gm. Tarnów Opolski,5916,7653,7653,0,3515,2401,2401,0,4,5,0,0,0,0,0,0,0,2401,0,0,2401,25,15,10,0,2376,1173,30,,,756,,146,125,146,
160912,gm. Tułowice,3212,4129,4129,0,1465,1747,1747,0,3,5,0,0,0,0,0,0,0,1747,0,0,1747,18,9,9,0,1729,667,15,,,755,,70,90,132,
160913,gm. Turawa,5912,8022,8019,3,3375,2537,2537,0,2,29,0,0,0,0,0,0,0,2537,0,0,2537,24,12,12,0,2513,1403,49,,,690,,141,95,135,
161001,gm. Biała,6830,8643,8643,0,4567,2263,2263,0,3,6,0,0,0,0,0,0,0,2263,0,0,2263,39,26,13,0,2224,997,24,,,919,,81,101,102,
161002,gm. Głogówek,8021,10577,10576,1,4976,3045,3045,0,3,7,0,0,0,0,0,0,0,3045,0,0,3045,36,20,16,0,3009,1264,46,,,1325,,82,161,131,
161003,gm. Lubrza,2717,3488,3488,0,1311,1406,1406,0,1,1,0,0,0,0,0,0,0,1406,0,0,1406,10,7,3,0,1396,425,20,,,745,,47,70,89,
161004,gm. Prudnik,16581,21508,21507,1,7556,9035,9035,0,7,33,0,0,0,0,0,0,0,9034,0,0,9034,73,40,33,0,8961,3041,92,,,4413,,363,376,676,
161101,gm. Izbicko,3310,4338,4338,0,2036,1274,1274,0,3,1,0,0,0,0,0,0,0,1274,0,0,1274,12,5,7,0,1262,708,13,,,357,,54,71,59,
161102,gm. Jemielnica,4408,5938,5938,0,2834,1574,1574,0,2,4,0,0,0,0,0,0,0,1574,0,0,1574,24,19,5,0,1550,625,11,,,659,,72,113,70,
161103,gm. Kolonowskie,3708,4852,4852,0,2400,1308,1308,0,0,7,0,0,0,0,0,0,0,1308,0,0,1308,9,5,4,0,1299,659,20,,,445,,44,60,71,
161104,gm. Leśnica,4768,6222,6222,0,2883,1885,1885,0,0,17,0,0,0,0,0,0,0,1885,0,0,1885,20,7,13,0,1865,868,18,,,713,,77,103,86,
161105,gm. Strzelce Opolskie,19394,25269,25268,1,10627,8767,8766,1,8,70,1,1,0,0,0,0,1,8768,1,0,8768,103,63,40,0,8665,4536,127,,,2762,,450,404,386,
161106,gm. Ujazd,3906,5131,5131,0,2315,1591,1591,0,0,64,0,0,0,0,0,0,0,1591,0,0,1591,22,12,10,0,1569,674,21,,,651,,52,91,80,
161107,gm. Zawadzkie,7211,9369,9369,0,4363,2848,2848,0,2,26,0,0,0,0,0,0,0,2847,0,0,2847,22,11,11,0,2825,1095,38,,,1340,,92,161,99,
166101,m. Opole,77795,99384,99377,7,27191,50600,50595,5,57,383,2,2,0,0,0,0,2,50594,2,7,50587,245,111,134,0,50342,28620,695,,,12741,,3374,2405,2507,
180103,gm. Czarna,1499,1939,1939,0,818,681,681,0,0,16,0,0,0,0,0,0,0,681,0,0,681,9,7,2,0,672,152,6,0,,438,,25,28,23,
180105,gm. Lutowiska,1379,1883,1882,1,636,743,743,0,1,78,0,0,0,0,0,0,0,743,0,0,743,10,3,7,0,733,276,10,3,,329,,49,43,23,
180108,gm. Ustrzyki Dolne,10871,14189,14188,1,5612,5259,5259,0,8,61,0,0,0,0,0,0,0,5259,0,0,5259,55,37,18,0,5204,1664,40,17,,2695,,215,426,147,
180201,gm. Brzozów,16523,21337,21337,0,8078,8445,8445,0,12,35,0,0,0,0,0,0,0,8445,0,0,8445,50,29,21,0,8395,1293,44,21,,6220,,147,452,218,
180202,gm. Domaradz,3723,4915,4913,2,1628,2095,2093,2,0,4,0,0,0,0,0,0,0,2095,0,0,2095,14,10,4,0,2081,151,15,2,,1726,,32,109,46,
180203,gm. Dydnia,4949,6479,6479,0,2419,2530,2530,0,0,10,0,0,0,0,0,0,0,2530,0,0,2530,31,23,8,0,2499,245,15,8,,1956,,45,114,116,
180204,gm. Haczów,5621,7341,7341,0,2466,3155,3155,0,3,10,0,0,0,0,0,0,0,3155,0,0,3155,29,18,11,0,3126,440,9,13,,2382,,59,155,68,
180205,gm. Jasienica Rosielna,4688,6110,6110,0,1488,3200,3200,0,22,21,0,0,0,0,0,0,0,3200,0,0,3200,26,14,12,0,3174,220,8,1,,2705,,42,149,49,
180206,gm. Nozdrzec,5083,6635,6635,0,2347,2736,2736,0,0,15,0,0,0,0,0,0,0,2736,0,0,2736,50,35,15,0,2686,372,18,16,,1981,,57,111,131,
180301,m. Dębica,28471,36584,36580,4,10931,17540,17539,1,18,36,0,0,0,0,0,0,0,17540,0,3,17537,116,72,44,0,17421,4983,167,83,,9633,,770,1176,609,
180302,gm. Brzostek,7979,10428,10428,0,3481,4498,4498,0,0,14,0,0,0,0,0,0,0,4497,0,0,4497,56,38,18,0,4441,432,18,20,,3623,,72,168,108,
180303,gm. Czarna,8000,10491,10491,0,3444,4556,4556,0,9,16,0,0,0,0,0,0,0,4556,0,0,4556,34,18,16,0,4522,597,25,17,,3413,,91,212,167,
180304,gm. Dębica,15446,20129,20129,0,6867,8579,8579,0,5,21,1,1,0,0,0,0,1,8580,1,0,8580,80,49,31,0,8500,1465,56,39,,6001,,218,449,272,
180305,gm. Jodłowa,3301,4309,4309,0,1610,1691,1691,0,2,5,0,0,0,0,0,0,0,1691,0,0,1691,31,24,7,0,1660,176,5,6,,1307,,32,72,62,
180306,gm. Pilzno,11051,14433,14433,0,4578,6473,6473,0,3,21,0,0,0,0,0,0,0,6472,0,0,6472,89,56,33,0,6383,764,32,24,,4905,,133,305,220,
180307,gm. Żyraków,8724,11221,11221,0,3696,5028,5028,0,3,5,0,0,0,0,0,0,0,5028,0,0,5028,46,38,8,0,4982,710,30,16,,3668,,99,303,156,
180401,m. Jarosław,23793,30910,30910,0,10020,13773,13773,0,25,79,1,1,0,0,0,0,1,13773,1,0,13773,79,50,29,0,13694,4210,118,57,,7499,,486,874,450,
180402,m. Radymno,3390,4402,4402,0,1556,1834,1834,0,0,8,0,0,0,0,0,0,0,1834,0,0,1834,22,8,14,0,1812,362,13,9,,1191,,47,123,67,
180403,gm. Chłopice,3490,4536,4536,0,1616,1874,1874,0,5,0,0,0,0,0,0,0,0,1874,0,0,1874,29,19,10,0,1845,218,11,6,,1458,,32,80,40,
180404,gm. Jarosław,8030,10511,10511,0,3681,4349,4349,0,3,15,0,0,0,0,0,0,0,4349,0,0,4349,45,29,16,0,4304,725,23,11,,3095,,96,221,133,
180405,gm. Laszki,4233,5507,5507,0,2034,2199,2199,0,3,8,0,0,0,0,0,0,0,2199,0,0,2199,53,31,22,0,2146,288,12,8,,1679,,28,82,49,
180406,gm. Pawłosiów,5228,6897,6897,0,2170,3058,3058,0,2,14,0,0,0,0,0,0,0,3057,0,0,3057,19,12,7,0,3038,567,30,13,,2082,,61,172,113,
180407,gm. Pruchnik,5935,7820,7820,0,2252,3683,3683,0,3,19,0,0,0,0,0,0,0,3683,0,0,3683,38,20,18,0,3645,505,19,9,,2788,,54,192,78,
180408,gm. Radymno,6972,9052,9052,0,3441,3531,3531,0,3,12,0,0,0,0,0,0,0,3530,0,0,3530,43,30,13,0,3487,432,15,11,,2675,,61,200,93,
180409,gm. Rokietnica,2729,3599,3599,0,1436,1293,1293,0,1,3,0,0,0,0,0,0,0,1293,0,0,1293,15,12,3,0,1278,212,9,1,,972,,10,44,30,
180410,gm. Roźwienica,3817,5010,5010,0,1739,2078,2078,0,2,5,0,0,0,0,0,0,0,2076,0,0,2076,27,17,10,0,2049,406,2,5,,1471,,19,95,51,
180411,gm. Wiązownica,7098,9324,9324,0,2874,4224,4224,0,3,59,0,0,0,0,0,0,0,4224,0,0,4224,49,32,17,0,4175,503,16,21,,3260,,80,172,123,
180501,m. Jasło,22367,28940,28940,0,9080,13287,13287,0,17,47,0,0,0,0,0,0,0,13287,0,0,13287,102,68,34,0,13185,3700,106,41,,7490,,557,802,489,
180502,gm. Brzyska,3999,5242,5242,0,1650,2349,2349,0,2,7,0,0,0,0,0,0,0,2349,0,0,2349,31,18,13,0,2318,148,12,2,,2011,,32,63,50,
180503,gm. Dębowiec,5381,7007,7007,0,2247,3134,3134,0,2,34,0,0,0,0,0,0,0,3133,0,0,3133,27,16,11,0,3106,322,8,7,,2540,,63,104,62,
180504,gm. Jasło,10439,13569,13569,0,4498,5941,5941,0,1,28,0,0,0,0,0,0,0,5941,0,0,5941,34,24,10,0,5907,829,34,19,,4449,,147,284,145,
180505,gm. Kołaczyce,5444,7222,7222,0,2286,3158,3158,0,0,10,0,0,0,0,0,0,0,3158,0,1,3157,32,24,8,0,3125,319,13,11,,2543,,45,111,83,
180506,gm. Krempna,1191,1577,1577,0,649,542,542,0,0,16,0,0,0,0,0,0,0,542,0,0,542,7,4,3,0,535,100,5,4,,351,,20,28,27,
180507,gm. Nowy Żmigród,5745,7475,7474,1,2341,3404,3404,0,7,3,0,0,0,0,0,0,0,3404,0,0,3404,33,18,15,0,3371,384,10,8,,2710,,31,158,70,
180508,gm. Osiek Jasielski,3277,4278,4277,1,1495,1782,1781,1,2,4,0,0,0,0,0,0,0,1782,0,0,1782,13,9,4,0,1769,171,5,6,,1462,,18,58,49,
180509,gm. Skołyszyn,7746,10105,10105,0,3429,4319,4319,0,0,9,0,0,0,0,0,0,0,4317,0,0,4317,38,23,15,0,4279,657,35,17,,3125,,113,211,121,
180511,gm. Tarnowiec,5780,7555,7555,0,2503,3277,3277,0,4,11,0,0,0,0,0,0,0,3277,0,0,3277,32,24,8,0,3245,416,22,6,,2421,,94,168,118,
180601,gm. Cmolas,4983,6526,6526,0,2118,2865,2865,0,0,33,1,1,0,0,0,0,1,2866,1,0,2866,43,26,17,0,2823,260,9,5,,2263,,34,167,85,
180602,gm. Kolbuszowa,15684,20131,20130,1,7263,8421,8420,1,8,24,0,0,0,0,0,0,0,8421,0,1,8420,62,42,20,0,8358,1565,45,25,,5522,,184,783,234,
180603,gm. Majdan Królewski,6105,7932,7932,0,2825,3280,3280,0,1,5,0,0,0,0,0,0,0,3280,0,0,3280,28,13,15,0,3252,261,23,6,,2642,,70,131,119,
180604,gm. Niwiska,3726,4816,4816,0,1723,2003,2003,0,1,0,0,0,0,0,0,0,0,2003,0,0,2003,24,10,14,0,1979,191,12,3,,1575,,31,117,50,
180605,gm. Raniżów,4346,5657,5657,0,1793,2553,2553,0,4,14,0,0,0,0,0,0,0,2553,0,0,2553,41,32,9,0,2512,229,10,6,,1987,,48,159,73,
180606,gm. Dzikowiec,4000,5177,5177,0,2078,1922,1922,0,2,7,0,0,0,0,0,0,0,1922,0,0,1922,24,21,3,0,1898,188,13,3,,1529,,18,93,54,
180701,gm. Chorkówka,8262,10722,10721,1,3731,4531,4531,0,2,10,0,0,0,0,0,0,0,4531,0,0,4531,39,21,18,0,4492,678,32,14,,3298,,114,176,180,
180702,gm. Dukla,8870,11807,11807,0,4188,4682,4682,0,0,61,0,0,0,0,0,0,0,4682,0,0,4682,43,27,16,0,4639,809,20,15,,3304,,114,236,141,
180703,gm. Iwonicz-Zdrój,6796,8327,8327,0,2684,4112,4112,0,2,356,0,0,0,0,0,0,0,4112,0,0,4112,17,11,6,0,4095,777,19,13,,2827,,99,211,149,
180704,gm. Jedlicze,9512,12390,12390,0,4503,5009,5009,0,4,15,0,0,0,0,0,0,0,5009,0,0,5009,60,41,19,0,4949,905,34,9,,3288,,220,308,185,
180705,gm. Korczyna,6946,9087,9087,0,3069,3877,3877,0,3,20,0,0,0,0,0,0,0,3877,0,0,3877,29,17,12,0,3848,621,21,10,,2656,,154,237,149,
180706,gm. Krościenko Wyżne,3390,4440,4440,0,1330,2060,2060,0,0,5,0,0,0,0,0,0,0,2059,0,0,2059,8,3,5,0,2051,350,15,6,,1430,,47,133,70,
180707,gm. Miejsce Piastowe,8547,11127,11125,2,3414,5133,5133,0,10,11,0,0,0,0,0,0,0,5132,0,0,5132,49,28,21,0,5083,1070,40,7,,3341,,146,298,181,
180708,gm. Rymanów,10428,13215,13215,0,4360,6068,6068,0,12,234,0,0,0,0,0,0,0,6068,0,0,6068,52,27,25,0,6016,1124,25,17,,4168,,185,310,187,
180709,gm. Wojaszówka,5769,7517,7517,0,2893,2876,2876,0,2,6,0,0,0,0,0,0,0,2876,0,0,2876,20,12,8,0,2856,521,14,11,,1942,,120,169,79,
180710,gm. Jaśliska,1642,2079,2079,0,851,791,791,0,2,6,0,0,0,0,0,0,0,791,0,0,791,7,7,0,0,784,144,1,5,,570,,10,38,16,
180801,m. Leżajsk,8956,11491,11491,0,3638,5317,5317,0,16,28,0,0,0,0,0,0,0,5317,0,0,5317,41,25,16,0,5276,1352,42,17,,3092,,163,399,211,
180802,gm. Grodzisko Dolne,4999,6511,6511,0,2160,2839,2839,0,1,5,0,0,0,0,0,0,0,2839,0,1,2838,19,12,7,0,2819,265,13,8,,2272,,26,152,83,
180803,gm. Kuryłówka,3610,4605,4605,0,1752,1858,1858,0,3,8,0,0,0,0,0,0,0,1858,0,0,1858,17,10,7,0,1841,214,18,5,,1413,,18,99,74,
180804,gm. Leżajsk,12293,15971,15971,0,5298,6995,6995,0,2,13,0,0,0,0,0,0,0,6994,0,0,6994,59,40,19,0,6935,580,35,14,,5478,,97,507,224,
180805,gm. Nowa Sarzyna,13186,17104,17104,0,5419,7767,7767,0,8,18,0,0,0,0,0,0,0,7766,0,0,7766,69,52,17,0,7697,786,31,11,,6096,,136,432,205,
180901,m. Lubaczów,7754,9971,9971,0,3417,4337,4337,0,8,13,0,0,0,0,0,0,0,4337,0,1,4336,47,27,20,0,4289,1264,37,32,,2370,,203,241,142,
180902,gm. Cieszanów,4574,5933,5932,1,2300,2274,2273,1,4,11,0,0,0,0,0,0,0,2274,0,0,2274,32,24,8,0,2242,408,14,3,,1579,,47,110,81,
180903,gm. Horyniec-Zdrój,3026,4002,4002,0,1412,1614,1614,0,2,42,0,0,0,0,0,0,0,1614,0,0,1614,15,8,7,0,1599,380,15,16,,1015,,49,84,40,
180904,gm. Lubaczów,5687,7490,7490,0,2676,3011,3011,0,1,12,0,0,0,0,0,0,0,3011,0,1,3010,31,23,8,0,2979,373,23,8,,2313,,67,104,91,
180905,gm. Narol,5046,6551,6551,0,2617,2429,2429,0,2,19,0,0,0,0,0,0,0,2429,0,0,2429,34,24,10,0,2395,390,24,11,,1734,,57,104,75,
180906,gm. Oleszyce,4197,5211,5211,0,2050,2147,2147,0,0,16,0,0,0,0,0,0,0,2147,0,0,2147,38,22,16,0,2109,385,16,9,,1495,,52,92,60,
180907,gm. Stary Dzików,2721,3560,3560,0,1330,1391,1391,0,6,7,0,0,0,0,0,0,0,1391,0,0,1391,14,8,6,0,1377,167,14,7,,1031,,30,79,49,
180908,gm. Wielkie Oczy,2347,3045,3045,0,1051,1296,1296,0,2,7,0,0,0,0,0,0,0,1296,0,0,1296,13,10,3,0,1283,134,10,4,,1010,,29,51,45,
181001,m. Łańcut,11095,14387,14387,0,4120,6973,6973,0,13,40,0,0,0,0,0,0,0,6974,0,0,6974,43,25,18,0,6931,1784,107,19,,3974,,274,488,285,
181002,gm. Białobrzegi,5167,6796,6796,0,2153,3014,3014,0,1,8,0,0,0,0,0,0,0,3013,0,0,3013,20,13,7,0,2993,329,16,10,,2210,,63,243,122,
181003,gm. Czarna,7031,9229,9229,0,2517,4513,4513,0,5,17,0,0,0,0,0,0,0,4513,0,0,4513,33,22,11,0,4480,463,29,11,,3512,,64,263,138,
181004,gm. Łańcut,12952,16937,16937,0,4918,8034,8034,0,2,15,0,0,0,0,0,0,0,8034,0,0,8034,48,28,20,0,7986,1042,60,17,,5955,,154,520,238,
181005,gm. Markowa,4011,5195,5195,0,1740,2271,2271,0,2,12,0,0,0,0,0,0,0,2271,0,0,2271,16,8,8,0,2255,222,26,5,,1730,,61,118,93,
181006,gm. Rakszawa,4450,5817,5817,0,1767,2683,2683,0,1,3,0,0,0,0,0,0,0,2683,0,0,2683,28,16,12,0,2655,269,9,9,,2122,,38,122,86,
181007,gm. Żołynia,4294,5602,5602,0,1825,2469,2469,0,1,9,0,0,0,0,0,0,0,2469,0,0,2469,17,10,7,0,2452,313,14,6,,1875,,46,136,62,
181101,m. Mielec,37221,47946,47945,1,14452,22769,22769,0,13,72,4,4,0,0,0,0,4,22773,4,0,22773,120,72,48,0,22653,6515,211,57,,13150,,819,1277,624,
181102,gm. Borowa,3430,4514,4514,0,1554,1876,1876,0,0,17,0,0,0,0,0,0,0,1876,0,0,1876,21,16,5,0,1855,376,12,5,,1315,,30,79,38,
181103,gm. Czermin,4340,5644,5644,0,2093,2247,2247,0,1,1,0,0,0,0,0,0,0,2247,0,0,2247,20,11,9,0,2227,313,13,10,,1739,,39,75,38,
181104,gm. Gawłuszowice,1681,2249,2249,0,618,1063,1063,0,0,70,0,0,0,0,0,0,0,1063,0,0,1063,10,4,6,0,1053,209,5,3,,762,,10,35,29,
181105,gm. Mielec,8117,10574,10572,2,3340,4777,4775,2,10,5,0,0,0,0,0,0,0,4777,0,0,4777,44,31,13,0,4733,901,27,16,,3316,,102,230,141,
181106,gm. Padew Narodowa,3327,4306,4306,0,1310,2017,2017,0,7,7,0,0,0,0,0,0,0,2017,0,0,2017,27,15,12,0,1990,290,13,2,,1551,,25,65,44,
181107,gm. Przecław,7065,9221,9221,0,2930,4135,4135,0,5,5,0,0,0,0,0,0,0,4134,0,0,4134,47,38,9,0,4087,573,12,9,,3128,,89,156,120,
181108,gm. Radomyśl Wielki,8582,11061,11061,0,3966,4616,4616,0,0,22,0,0,0,0,0,0,0,4616,0,0,4616,53,27,26,0,4563,649,21,12,,3463,,96,156,166,
181109,gm. Tuszów Narodowy,4949,6445,6445,0,1772,3177,3177,0,11,4,1,1,0,0,0,0,1,3178,1,0,3178,31,21,10,0,3147,403,13,7,,2462,,58,121,83,
181110,gm. Wadowice Górne,4570,6003,6003,0,2006,2564,2564,0,4,22,0,0,0,0,0,0,0,2564,0,0,2564,37,21,16,0,2527,301,7,4,,2048,,37,76,54,
181201,gm. Harasiuki,3871,5028,5028,0,1729,2131,2131,0,2,11,0,0,0,0,0,0,0,2131,0,0,2131,34,25,9,0,2097,193,11,6,,1653,,35,99,100,
181202,gm. Jarocin,3449,4481,4481,0,1794,1655,1655,0,0,6,0,0,0,0,0,0,0,1655,0,0,1655,12,6,6,0,1643,225,19,5,,1229,,39,75,51,
181203,gm. Jeżowe,6152,8004,8004,0,2489,3663,3663,0,3,15,0,0,0,0,0,0,0,3663,0,0,3663,45,35,10,0,3618,173,14,4,,3149,,40,163,75,
181204,gm. Krzeszów,2677,3539,3539,0,1273,1404,1404,0,7,3,0,0,0,0,0,0,0,1404,0,0,1404,13,8,5,0,1391,134,4,4,,1068,,42,79,60,
181205,gm. Nisko,14014,18094,18094,0,6671,7343,7343,0,4,17,1,1,0,0,0,0,1,7344,1,0,7344,60,42,18,0,7284,1489,34,27,,4593,,344,574,223,
181206,gm. Rudnik nad Sanem,6385,8284,8284,0,3307,3078,3078,0,3,9,0,0,0,0,0,0,0,3078,0,0,3078,45,28,17,0,3033,580,32,22,,1959,,118,211,111,
181207,gm. Ulanów,5320,6964,6964,0,2680,2640,2640,0,5,5,1,1,0,0,0,0,1,2641,1,0,2641,23,21,2,0,2618,312,10,8,,1924,,50,250,64,
181301,gm. Bircza,4052,5370,5370,0,2028,2024,2024,0,4,12,0,0,0,0,0,0,0,2024,0,0,2024,33,21,12,0,1991,263,7,10,,1484,,32,145,50,
181302,gm. Dubiecko,5831,7596,7595,1,3135,2696,2695,1,4,21,0,0,0,0,0,0,0,2696,0,0,2696,35,21,14,0,2661,489,23,6,,1880,,53,108,102,
181303,gm. Fredropol,3462,4506,4506,0,1767,1695,1695,0,1,57,0,0,0,0,0,0,0,1695,0,0,1695,38,23,15,0,1657,323,8,9,,1134,,33,75,75,
181304,gm. Krasiczyn,3180,4137,4137,0,1640,1540,1540,0,5,14,0,0,0,0,0,0,0,1540,0,0,1540,10,3,7,0,1530,409,12,5,,916,,48,79,61,
181305,gm. Krzywcza,3019,3941,3941,0,1465,1554,1554,0,2,3,0,0,0,0,0,0,0,1554,0,0,1554,17,12,5,0,1537,173,7,3,,1222,,22,59,51,
181306,gm. Medyka,4158,5364,5364,0,2029,2129,2129,0,1,9,0,0,0,0,0,0,0,2129,0,0,2129,22,15,7,0,2107,326,14,8,,1442,,65,137,115,
181307,gm. Orły,5380,7034,7034,0,2538,2842,2842,0,3,7,0,0,0,0,0,0,0,2842,0,0,2842,47,26,21,0,2795,454,26,12,,1936,,53,223,91,
181308,gm. Przemyśl,6482,8440,8440,0,3104,3378,3378,0,1,12,0,0,0,0,0,0,0,3378,0,0,3378,35,17,18,0,3343,809,26,6,,2052,,108,199,143,
